HS 2012 Product Code,HS 2012 Product Description,HS 1988/92 Product Code,HS 1988/92 Product Description
570310,Of wool or fine animal hair,570310,Tufted floor coverings of wool or of fine anima
570320,Of nylon or other polyamides,570320,Tufted floor coverings of nylon or other polyam
570330,Of other man-made textile materials,570330,Tufted floor coverings of man-made textile mate
570390,Of other textile materials,570390,"Tufted floor coverings of other textiles, nes"
570410,"Tiles, having a maximum surface area of 0.3 m²",570410,"Carpet tiles =<0.3m2, of felt, not tufted or fl"
570490,Other,570490,"Floor coverings of felt, nes, not tufted or flo"
570500,"Other carpets and other textile floor coverings, whether or not made up.",570500,"Other carpets and other textile floor coveings,"
580110,Of wool or fine animal hair,580110,Woven pile fabrics and chenille fabrics of wool
580121,Uncut weft pile fabrics,580121,Uncut weft pile fabrics of cotton
580122,Cut corduroy,580122,Cut corduroy of cotton
580123,Other weft pile fabrics,580123,"Weft pile fabrics of cotton, nes"
580126,Chenille fabrics,580126,"Chenille fabrics, of cotton"
580127,Warp pile fabrics,580125,"Warp pile fabrics, cut, of cotton"
580131,Uncut weft pile fabrics,580131,"Uncut weft pile fabrics of man-made fibres, nes"
580132,Cut corduroy,580132,"Cut corduroy of man-made fibres, nes"
580133,Other weft pile fabrics,580133,"Weft pile fabrics of man-made fibres, nes"
580136,Chenille fabrics,580136,"Chenille fabrics of man-made fibres, nes"
580137,Warp pile fabrics,580135,"Warp pile fabrics, cut, of man-made fibres, nes"
580190,Of other textile materials,580190,Woven pile and chenille fabrics of other textil
580211,Unbleached,580211,Unbleached terry towelling and similar woven te
580219,Other,580219,Terry towelling and similar woven terry fabrics
580220,"Terry towelling and similar woven terry fabrics, of other textile materials",580220,Terry towelling and similar woven terry fabrics
580230,Tufted textile fabrics,580230,Tufted textile fabrics
580300,"Gauze, other than narrow fabrics of heading 58.06.",580390,Gauze of other textiles (excl. narrow fabrics)
580410,Tulles and other net fabrics,580410,Tulles and other net fabrics
580421,Of man-made fibres,580421,"Lace of man-made fibres in piece, in strips or"
580429,Of other textile materials,580429,"Lace of other textiles in piece, in strips or i"
580430,Hand-made lace,580430,"Hand-made lace in pieces, in strips or in motif"
580500,"Hand-woven tapestries of the type Gobelins, Flanders, Aubusson, Beauvais and the like, and needle-worked tapestries (for example, petit point, cross stitch), whether or not made up.",580500,"Hand-woven tapestries of the type Gobelins, Fla"
580610,Woven pile fabrics (including terry towelling and similar terry fabrics) and chenille fabrics,580610,Narrow woven pile fabrics and chenille fabrics
580620,"Other woven fabrics, containing by weight 5 % or more of lastomeric yarn or rubber thread",580620,"Narrow woven fabrics, with >=5% elastomeric yar"
580631,Of cotton,580631,"Narrow woven fabrics of cotton, nes"
580632,Of man-made fibres,580632,"Narrow woven fabrics of man-made fibres, nes"
580639,Of other textile materials,580639,"Narrow woven fabrics of other textiles, nes"
580640,Fabrics consisting of warp without weft assembled by means of an adhesive (bolducs),580640,Fabrics with warp without weft assembled by an
580710,Woven,580710,"Labels, badges... of textiles, woven, in piece."
580790,Other,580790,"Labels, badges... of textiles, unwoven, in piec"
580810,Braids in the piece,580810,"Braids, in the piece"
580890,Other,580890,"Ornamental trimmings in the piece; tassels, pom"
580900,"Woven fabrics of metal thread and woven fabrics of metallised yarn of heading 56.05, of a kind used in apparel, as furnishing fabrics or for similar purposes, not elsewhere specified or included.",580900,Woven fabrics of metal thread and woven fabrics
581010,Embroidery without visible ground,581010,Embroidery without visible ground
581091,Of cotton,581091,"Cotton embroidery, in the piece, in strips or i"
581092,Of man-made fibres,581092,"Embroidery of man-made fibres, in the piece, in"
581099,Of other textile materials,581099,"Embroidery of other textiles, in the piece, in"
581100,"Quilted textile products in the piece, composed of one or more layers of textile materials assembled with padding by stitching or otherwise, other than embroidery of heading 58.10.",581100,Quilted textile products in the piece (excl. em
590110,"Textile fabrics coated with gum or amylaceous substances, of a kind used for the outer covers of books or the like",590110,Textile fabrics coated with gum or amylaceous s
590190,Other,590190,Tracing cloth; prepared painting canvas; buckra
590210,Of nylon or other polyamides,590210,Tyre cord fabric of high tenacity yarn of nylon
590220,Of polyesters,590220,Tyre cord fabric of high tenacity yarn of polye
590290,Other,590290,Tyre cord fabric of high tenacity yarn of visco
590310,With poly(vinyl chloride),590310,Textile fabrics impregnated... with polyvinyl c
590320,With polyurethane,590320,Textile fabrics impregnated... with polyurethan
590390,Other,590390,"Textile fabrics impregnated... with plastics, n"
590410,Linoleum,590410,Linoleum
590490,Other,590492,Floor coverings with coating... on a textile ba
590500,Textile wall coverings.,590500,Textile wall coverings
590610,Adhesive tape of a width not exceeding 20 cm,590610,Adhesive tape of a width =<20cm
590691,Knitted or crocheted,590691,Knitted or crocheted rubberized textile fabrics
590699,Other,590699,"Rubberized textile fabrics, nes"
590700,"Textile fabrics otherwise impregnated, coated or covered; painted canvas being theatrical scenery, studio back-cloths or the like.",590700,Textile fabrics otherwise impregnated... ; pain
590800,"Textile wicks, woven, plaited or knitted , for lamps, stoves, lighters, candles or the like; incandescent gas mantles and tubular knitted gas mantle fabric therefor, whether or not impregnated.",590800,Textile wicks for lamps...; incandescent gas ma
590900,"Textile hosepiping and similar textile tubing, with or without lining, armour or accessories of other materials.",590900,"Textile... tubing, with or without lining, etc,"
591000,"Transmission or conveyor belts or belting, of textile material, whether or not impregnated, coated, covered or laminated with plastics, or reinforced with metal or other material.",591000,"Transmission or conveyor belts or belting, of t"
591110,"Textile fabrics, felt and felt-lined woven fabrics, coated, covered or laminated with rubber, leather or other material, of a kind used for card clothing, and similar fabrics of a kind used for other technical purposes, including narrow fabrics made of",591110,"Textile fabrics...,coated,covered...with rubber"
591120,"Bolting cloth, whether or not made up",591120,Bolting cloth
591131,Weighing less than 650 g/m2,591131,"Textile fabrics and felts, for paper-making mac"
591132,Weighing 650 g/m2 or more,591132,"Textile fabrics and felts, for paper-making mac"
591140,"Straining cloth of a kind used in oil presses or the like, including that of human hair",591140,"Straining cloth of a kind used in oil presses,"
591190,Other,591190,"Textile articles for technical uses, nes, speci"
600110,“Long pile” fabrics,600110,"Long pile fabrics, knitted or crocheted"
600121,Of cotton,600121,"Looped pile fabrics of cotton, knitted or croch"
600122,Of man-made fibres,600122,"Looped pile fabrics of man-made fibres, knitted"
600129,Of other textile materials,600129,"Looped pile fabrics of textile materials, knitt"
600191,Of cotton,600191,"Pile fabrics of cotton, nes, knitted or crochet"
600192,Of man-made fibres,600192,"Pile fabrics of man-made fibres, nes, knitted o"
600199,Of other textile materials,600199,"Pile fabrics of textile materials, nes, knitted"
600240,Containing by weight 5 % or more of elastomeric yarn but not containing rubber thread,600210,"Knitted or crocheted fabrics, =<30cm wide, >=5%"
600290,Other,600210,"Knitted or crocheted fabrics, =<30cm wide, >=5%"
600310,Of wool or fine animal hair,600220,"Knitted or crocheted fabrics, =<30cm wide, non-"
600320,Of cotton,600220,"Knitted or crocheted fabrics, =<30cm wide, non-"
600330,Of synthetic fibres,600220,"Knitted or crocheted fabrics, =<30cm wide, non-"
600340,Of artificial fibres,600220,"Knitted or crocheted fabrics, =<30cm wide, non-"
600390,Other,600220,"Knitted or crocheted fabrics, =<30cm wide, non-"
600410,Containing by weight 5 % or more of elastomeric yarn but not containing rubber thread,600230,"Knitted or crocheted fabrics, >30cm wide, >=5%"
600490,Other,600230,"Knitted or crocheted fabrics, >30cm wide, >=5%"
600521,Unbleached or bleached,600242,"Fabrics, warp knit, of cotton"
600522,Dyed,600242,"Fabrics, warp knit, of cotton"
600523,Of yarns of different colours,600242,"Fabrics, warp knit, of cotton"
600524,Printed,600242,"Fabrics, warp knit, of cotton"
600531,Unbleached or bleached,600243,"Fabrics, warp knit, of man-made fibres"
600532,Dyed,600243,"Fabrics, warp knit, of man-made fibres"
600533,Of yarns of different colours,600243,"Fabrics, warp knit, of man-made fibres"
600534,Printed,600243,"Fabrics, warp knit, of man-made fibres"
600541,Unbleached or bleached,600243,"Fabrics, warp knit, of man-made fibres"
600542,Dyed,600243,"Fabrics, warp knit, of man-made fibres"
600543,Of yarns of different colours,600243,"Fabrics, warp knit, of man-made fibres"
600544,Printed,600243,"Fabrics, warp knit, of man-made fibres"
600590,Other,600249,"Fabrics, warp knit, nes"
600610,Of wool or fine animal hair,600291,Weft knits and crocheted fabrics of wool...
600621,Unbleached or bleached,600292,Weft knits or crocheted fabrics of cotton
600622,Dyed,600292,Weft knits or crocheted fabrics of cotton
600623,Of yarns of different colours,600292,Weft knits or crocheted fabrics of cotton
600624,Printed,600292,Weft knits or crocheted fabrics of cotton
600631,Unbleached or bleached,600293,Weft knits or crocheted fabrics of man-made fib
600632,Dyed,600293,Weft knits or crocheted fabrics of man-made fib
600633,Of yarns of different colours,600293,Weft knits or crocheted fabrics of man-made fib
600634,Printed,600293,Weft knits or crocheted fabrics of man-made fib
600641,Unbleached or bleached,600293,Weft knits or crocheted fabrics of man-made fib
600642,Dyed,600293,Weft knits or crocheted fabrics of man-made fib
600643,Of yarns of different colours,600293,Weft knits or crocheted fabrics of man-made fib
600644,Printed,600293,Weft knits or crocheted fabrics of man-made fib
600690,Other,600299,"Weft knits or crocheted fabrics, nes"
610120,Of cotton,610120,"Men's or boys' coats, etc, of cotton, knitted o"
610130,Of man-made fibres,610130,"Men's or boys' coats, etc, of man-made fibres,"
610190,Of other textile materials,610190,"Men's or boys' coats, etc, of other textiles, k"
610210,Of wool or fine animal hair,610210,"Woman's or girls' coats, etc, of wool..., knitt"
610220,Of cotton,610220,"Woman's or girls' coats, etc, of cotton, knitte"
610230,Of man-made fibres,610230,"Woman's or girls' coats, etc, of man-made fibre"
610290,Of other textile materials,610290,"Woman's or girls' coats, etc, of other textiles"
610310,Suits,610319,"Men's or boys' suits of other textiles, nes, kn"
610322,Of cotton,610322,"Men's or boys' ensembles of cotton, knitted or"
610323,Of synthetic fibres,610323,"Men's or boys' ensembles of synthetic fibres, k"
610329,Of other textile materials,610329,"Men's or boys' ensembles of other textiles, nes"
610331,Of wool or fine animal hair,610331,"Men's or boys' jackets and blazers of wool...,"
610332,Of cotton,610332,"Men's or boys' jackets and blazers of cotton, k"
610333,Of synthetic fibres,610333,"Men's or boys' jackets... of synthetic fibres,"
610339,Of other textile materials,610339,"Men's or boys' jackets... of other textiles, ne"
610341,Of wool or fine animal hair,610341,"Men's or boys' trousers, etc, of wool..., knitt"
610342,Of cotton,610342,"Men's or boys' trousers, etc, of cotton, knitte"
610343,Of synthetic fibres,610343,"Men's or boys' trousers, etc, of synthetic fibr"
610349,Of other textile materials,610349,"Men's or boys' trousers, etc, of other textiles"
610413,Of synthetic fibres,610413,"Women's or girls' suits of synthetic fibres, kn"
610419,Of other textile materials,610419,"Women's or girls' suits of other textiles, nes,"
610422,Of cotton,610422,"Women's or girls' ensembles, of cotton, knitted"
610423,Of synthetic fibres,610423,"Women's or girls' ensembles, of synthetic fibre"
610429,Of other textile materials,610429,"Women's or girls' ensembles, of other textiles,"
610431,Of wool or fine animal hair,610431,"Women's or girls' jackets, of wool..., knitted"
610432,Of cotton,610432,"Women's or girls' jackets, of cotton, knitted o"
610433,Of synthetic fibres,610433,"Women's or girls' jackets, of synthetic fibres,"
610439,Of other textile materials,610439,"Woman's or girls' jackets, of other textiles, k"
610441,Of wool or fine animal hair,610441,"Dresses of wool or fine animal hair, knitted or"
610442,Of cotton,610442,"Dresses of cotton, knitted or crocheted"
610443,Of synthetic fibres,610443,"Dresses of synthetic fibres, knitted or crochet"
610444,Of artificial fibres,610444,"Dresses of artificial fibres, knitted or croche"
610449,Of other textile materials,610449,"Dresses of other textile material, nes, knitted"
610451,Of wool or fine animal hair,610451,"Skirts and divided skirts of wool or fine hair,"
610452,Of cotton,610452,"Skirts and divided skirts of cotton, knitted or"
610453,Of synthetic fibres,610453,"Skirts and divided skirts of synthetic fibres,"
610459,Of other textile materials,610459,"Skirts and divided skirts of other textiles, ne"
610461,Of wool or fine animal hair,610461,"Women's or girls' trousers, etc, of wool..., kn"
610462,Of cotton,610462,"Women's or girls' trousers, etc, of cotton, kni"
610463,Of synthetic fibres,610463,"Women's or girls' trousers, etc, of synthetic,"
610469,Of other textile materials,610469,"Women's or girls' trousers, etc, of other texti"
610510,Of cotton,610510,"Men's or boys' shirts of cotton, knitted or cro"
610520,Of man-made fibres,610520,"Men's or boys' shirts of man-made fibres, knitt"
610590,Of other textile materials,610590,"Men's or boys' shirts of other textiles, nes, k"
610610,Of cotton,610610,"Women's or girls' blouses, etc, of cotton, knit"
610620,Of man-made fibres,610620,"Women's or girls' blouses, etc, of man-made fib"
610690,Of other textile materials,610690,"Women's or girls' blouses, etc, of other textil"
610711,Of cotton,610711,"Men's or boys' underpants and briefs of cotton,"
610712,Of man-made fibres,610712,"Men's or boys' underpants, etc, of man-made fib"
610719,Of other textile materials,610719,"Men's or boys' underpants, etc, of other textil"
610721,Of cotton,610721,"Men's or boys' pyjamas of cotton, knitted or cr"
610722,Of man-made fibres,610722,"Men's or boys' pyjamas of man-made fibres, knit"
610729,Of other textile materials,610729,"Men's or boys' pyjamas of other textiles, nes,"
610791,Of cotton,610791,"Men's or boys' dressing gowns, etc, of cotton,"
610799,Of other textile materials,610792,"Men's or boys' dressing gowns, of man-made fibr"
610811,Of man-made fibres,610811,"Women's or girls' slips, etc, of man-made fibre"
610819,Of other textile materials,610819,"Women's or girls' slips, etc, of other textiles"
610821,Of cotton,610821,"Women's or girls' briefs and panties of cotton,"
610822,Of man-made fibres,610822,"Women's or girls' briefs, etc, of man-made fibr"
610829,Of other textile materials,610829,"Women's or girls' briefs, etc, of other textile"
610831,Of cotton,610831,"Women's or girls' nighties..., etc, of cotton,"
610832,Of man-made fibres,610832,"Women's or girls' pyjamas, etc, of man-made fib"
610839,Of other textile materials,610839,"Women's or girls' nighties, etc, of other texti"
610891,Of cotton,610891,"Women's or girls' dressing gowns..., of cotton,"
610892,Of man-made fibres,610892,Women's or girls' dressing gowns of man-made fi
610899,Of other textile materials,610899,Women's or girls' dressing gowns of other texti
610910,Of cotton,610910,"T-shirts, singlets and other vests, of cotton,"
610990,Of other textile materials,610990,"T-shirts, singlets, etc, of other textiles, nes"
611011,Of wool,611010,"Jerseys, pullovers, etc, of wool..., knitted or"
611012,Of Kashmir (cashmere) goats,611010,"Jerseys, pullovers, etc, of wool..., knitted or"
611019,Other,611010,"Jerseys, pullovers, etc, of wool..., knitted or"
611020,Of cotton,611020,"Jerseys, pullovers, etc, of cotton, knitted or"
611030,Of man-made fibres,611030,"Jerseys, pullovers, etc, of man-made fibres, kn"
611090,Of other textile materials,611090,"Jerseys, pullovers, etc, of other textiles, kni"
611120,Of cotton,611120,"Babies' garments, etc, of cotton, knitted or cr"
611130,Of synthetic fibres,611130,"Babies' garments, etc, of synthetic fibres, kni"
611190,Of other textile materials,611190,"Babies' garments, etc, of other textiles, knitt"
611211,Of cotton,611211,"Track-suits of cotton, knitted or crocheted"
611212,Of synthetic fibres,611212,"Track-suits of synthetic fibres, knitted or cro"
611219,Of other textile materials,611219,"Track-suits of other textiles, knitted or croch"
611220,Ski suits,611220,"Ski-suits, knitted or crocheted"
611231,Of synthetic fibres,611231,"Men's or boys' swimwear of synthetic fibres, kn"
611239,Of other textile materials,611239,"Men's or boys' swimwear of other textiles, knit"
611241,Of synthetic fibres,611241,"Women's or girls' swimwear of synthetic fibres,"
611249,Of other textile materials,611249,"Women's or girls' swimwear of other textiles, k"
611300,"Garments, made up of knitted or crocheted fabrics of heading 59.03, 59.06 or 59.07.",611300,Garments made up of knitted or crocheted fabric
611420,Of cotton,611420,"Garments of cotton, knitted or crocheted, nes"
611430,Of man-made fibres,611430,"Garments of man-made fibres, knitted or crochet"
611490,Of other textile materials,611490,"Garments of other textiles, knitted or crochete"
611510,"Graduated compression hosiery (for example, stockings for varicose veins)",611592,"Hosiery and footwear, of cotton, knitted or cro"
611521,"Of synthetic fibres, measuring per single yarn less than 67 decitex",611511,"Panty hose, etc, of synthetic fibres, <67decite"
611522,"Of synthetic fibres, measuring per single yarn 67 decitex or more",611512,"Panty hose, etc, of synthetic fibres, >=67decit"
611529,Of other textile materials,611519,"Panty hose and tights of other textiles, nes, k"
611530,"Other women's full-length or knee-length hosiery, measuring per single yarn less than 67 decitex",611520,"Women's hosiery of synthetic fibres, <67decitex"
611594,Of wool or fine animal hair,611591,"Hosiery and footwear, of wool..., knitted or cr"
611595,Of cotton,611592,"Hosiery and footwear, of cotton, knitted or cro"
611596,Of synthetic fibres,611593,"Hosiery and footwear, of synthetic fibres, knit"
611599,Of other textile materials,611599,"Hosiery and footwear, of other textiles, knitte"
611610,"Impregnated, coated or covered with plastics or rubber",611610,"Gloves, impregnated... with plastics or rubber,"
611691,Of wool or fine animal hair,611691,"Gloves, mittens and mitts, of wool..., knitted"
611692,Of cotton,611692,"Gloves, mittens and mitts, of cotton, knitted o"
611693,Of synthetic fibres,611693,"Gloves, mittens and mitts, of synthetic fibres,"
611699,Of other textile materials,611699,"Gloves, mittens and mitts, of other textiles, k"
611710,"Shawls, scarves, mufflers, mantillas, veils and the like",611710,"Shawls, scarves, mufflers, mantillas, veils, et"
611780,Other accessories,611780,"Other clothing accessories, knitted or crochete"
611790,Parts,611790,"Parts of garments or clothing accessories, knit"
620111,Of wool or fine animal hair,620111,"Men's or boys' overcoats, etc, of wool or fine"
620112,Of cotton,620112,"Men's or boys' overcoats, etc, of cotton"
620113,Of man-made fibres,620113,"Men's or boys' overcoats, etc, of man-made fibr"
620119,Of other textile materials,620119,"Men's or boys' overcoats, etc, of other textile"
620191,Of wool or fine animal hair,620191,"Men's or boys' anoraks, wind-cheaters, etc, of"
620192,Of cotton,620192,"Men's or boys' anoraks, wind-cheaters, etc, of"
620193,Of man-made fibres,620193,"Men's or boys' anoraks, wind-cheaters, etc, of"
620199,Of other textile materials,620199,"Men's or boys' anoraks, wind-cheaters, etc, of"
620211,Of wool or fine animal hair,620211,"Woman's or girls' overcoats, etc, of wool or fi"
620212,Of cotton,620212,"Woman's or girls' overcoats, etc, of cotton"
620213,Of man-made fibres,620213,"Woman's or girls' overcoats, etc, of man-made f"
620219,Of other textile materials,620219,"Woman's or girls' overcoats, etc, of other text"
620291,Of wool or fine animal hair,620291,"Woman's or girls' anoraks, wind-cheaters, etc,"
620292,Of cotton,620292,"Woman's or girls' anoraks, wind-cheaters, etc,"
620293,Of man-made fibres,620293,"Woman's or girls' anoraks, wind-cheaters, etc,"
620299,Of other textile materials,620299,"Woman's or girls' anoraks, wind-cheaters, etc,"
620311,Of wool or fine animal hair,620311,Men's or boys' suits of wool or fine animal hai
620312,Of synthetic fibres,620312,Men's or boys' suits of synthetic fibres
620319,Of other textile materials,620319,"Men's or boys' suits of other textiles, nes"
620322,Of cotton,620322,Men's or boys' ensembles of cotton
620323,Of synthetic fibres,620323,Men's or boys' ensembles of synthetic fibres
620329,Of other textile materials,620329,"Men's or boys' ensembles of other textiles, nes"
620331,Of wool or fine animal hair,620331,Men's or boys' jackets and blazers of wool or f
620332,Of cotton,620332,Men's or boys' jackets and blazers of cotton
620333,Of synthetic fibres,620333,Men's or boys' jackets and blazers of synthetic
620339,Of other textile materials,620339,Men's or boys' jackets and blazers of other tex
620341,Of wool or fine animal hair,620341,"Men's or boys' trousers, breeches, etc, of wool"
620342,Of cotton,620342,"Men's or boys' trousers, breeches, etc, of cott"
620343,Of synthetic fibres,620343,"Men's or boys' trousers, breeches of synthetic"
620349,Of other textile materials,620349,"Men's or boys' trousers, breeches of other text"
620411,Of wool or fine animal hair,620411,Women's or girls' suits of wool or fine animal
620412,Of cotton,620412,Women's or girls' suits of cotton
620413,Of synthetic fibres,620413,Women's or girls' suits of synthetic fibres
620419,Of other textile materials,620419,"Women's or girls' suits of other textiles, nes"
620421,Of wool or fine animal hair,620421,Women's or girls' ensembles of wool or fine ani
620422,Of cotton,620422,Women's or girls' ensembles of cotton
620423,Of synthetic fibres,620423,Women's or girls' ensembles of synthetic fibres
620429,Of other textile materials,620429,"Women's or girls' ensembles of other textiles,"
620431,Of wool or fine animal hair,620431,Women's or girls' jackets and blazers of wool o
620432,Of cotton,620432,Women's or girls' jackets and blazers of cotton
620433,Of synthetic fibres,620433,Women's or girls' jackets and blazers of synthe
620439,Of other textile materials,620439,Women's or girls' jackets and blazers of other
620441,Of wool or fine animal hair,620441,Dresses of wool or fine animal hair
620442,Of cotton,620442,Dresses of cotton
620443,Of synthetic fibres,620443,Dresses of synthetic fibres
620444,Of artificial fibres,620444,Dresses of artificial fibres
620449,Of other textile materials,620449,"Dresses of other textiles, nes"
620451,Of wool or fine animal hair,620451,Skirts and divided skirts of wool or fine anima
620452,Of cotton,620452,Skirts and divided skirts of cotton
620453,Of synthetic fibres,620453,Skirts and divided skirts of synthetic fibres
620459,Of other textile materials,620459,"Skirts and divided skirts of other textiles, ne"
620461,Of wool or fine animal hair,620461,"Women's or girls' trousers, breeches, etc, of w"
620462,Of cotton,620462,"Women's or girls' trousers, breeches, etc, of c"
620463,Of synthetic fibres,620463,"Women's or girls' trousers, breeches, etc, of s"
620469,Of other textile materials,620469,"Women's or girls' trousers, breeches, etc, of o"
620520,Of cotton,620520,Men's or boys' shirts of cotton
620530,Of man-made fibres,620530,Men's or boys' shirts of man-made fibres
620590,Of other textile materials,620590,"Men's or boys' shirts of other textiles, nes"
620610,Of silk or silk waste,620610,"Women's or girls' blouses, shirts, etc, of silk"
620620,Of wool or fine animal hair,620620,"Women's or girls' blouses, shirts, etc, of wool"
620630,Of cotton,620630,"Women's or girls' blouses, shirts, etc, of cott"
620640,Of man-made fibres,620640,"Women's or girls' blouses, shirts, etc, of man-"
620690,Of other textile materials,620690,"Women's or girls' blouses, shirts, etc, of othe"
620711,Of cotton,620711,Men's or boys' underpants and briefs of cotton
620719,Of other textile materials,620719,Men's or boys' underpants and briefs of textile
620721,Of cotton,620721,Men's or boys' nightshirts and pyjamas of cotto
620722,Of man-made fibres,620722,Men's or boys' nightshirts and pyjamas of man-m
620729,Of other textile materials,620729,Men's or boys' nightshirts and pyjamas of texti
620791,Of cotton,620791,"Men's or boys' singlets... dressing gowns, etc,"
620799,Of other textile materials,620799,"Men's or boys' singlets... dressing gowns, etc,"
620811,Of man-made fibres,620811,Slips and petticoats of man-made fibres
620819,Of other textile materials,620819,"Slips and petticoats of other textiles, nes"
620821,Of cotton,620821,Women's or girls' nightdresses and pyjamas of c
620822,Of man-made fibres,620822,Women's or girls' nightdresses and pyjamas of m
620829,Of other textile materials,620829,Women's or girls' nightdresses and pyjamas of t
620891,Of cotton,620891,"Women's or girls' dressing gowns, panties, etc,"
620892,Of man-made fibres,620892,"Women's or girls' dressing gowns, panties, etc,"
620899,Of other textile materials,620899,"Women's or girls' dressing gowns, panties, etc,"
620920,Of cotton,620920,Bables' garments and clothing accessories of co
620930,Of synthetic fibres,620930,Bables' garments and clothing accessories of sy
620990,Of other textile materials,620990,Bables' garments and clothing accessories of ot
621010,Of fabrics of heading 56.02 or 56.03,621010,"Garments, made up of fabrics of 56.02 or 56.03"
621020,"Other garments, of the type described in subheadings 6201.11 to 6201.19",621020,"Garments of 6201.11 to 19, made up of fabrics o"
621030,"Other garments, of the type described in subheadings 6202.11 to 6202.19",621030,"Garments of 6202.11 to 19, made up of fabrics o"
621040,Other men's or boys' garments,621040,Men's or boys' garments made up of fabrics of 5
621050,Other women's or girls' garments,621050,Women's or girls' garments made up of fabrics o
621111,Men's or boys',621111,Men's or boys' swimwear
621112,Women's or girls',621112,Women's or girls' swimwear
621120,Ski suits,621120,Ski suits
621132,Of cotton,621132,"Men's or boys' garments of cotton, nes"
621133,Of man-made fibres,621133,"Men's or boys' garments of man-made fibres, nes"
621139,Of other textile materials,621139,"Men's or boys' garments of other textiles, nes"
621142,Of cotton,621142,"Women's or girls' garments of cotton, nes"
621143,Of man-made fibres,621143,"Women's or girls' garments of man-made fibres,"
621149,Of other textile materials,621149,"Women's or girls' garments of other textiles, n"
621210,Brassieres,621210,Brassieres
621220,Girdles and panty-girdles,621220,Girdles and panty-girdles
621230,Corselettes,621230,Corselettes
621290,Other,621290,"Corsets, braces, garters, suspenders and simila"
621320,Of cotton,621320,Handkerchiefs of cotton
621390,Of other textile materials,621390,"Handkerchiefs of other textiles, nes"
621410,Of silk or silk waste,621410,"Shawls, scarves, mufflers, mantillas, veils, et"
621420,Of wool or fine animal hair,621420,"Shawls, scarves, mufflers, mantillas, veils, et"
621430,Of synthetic fibres,621430,"Shawls, scarves, mufflers, mantillas, veils, et"
621440,Of artificial fibres,621440,"Shawls, scarves, mufflers, mantillas, veils, et"
621490,Of other textile materials,621490,"Shawls, scarves, mufflers, mantillas, veils, et"
621510,Of silk or silk waste,621510,"Ties, bow ties and cravats of silk or silk wast"
621520,Of man-made fibres,621520,"Ties, bow ties and cravats of man-made fibres"
621590,Of other textile materials,621590,"Ties, bow ties and cravats of other textiles, n"
621600,"Gloves, mittens and mitts.",621600,"Gloves, mittens and mitts"
621710,Accessories,621710,"Clothing accessories, nes"
621790,Parts,621790,"Parts of garments or clothing accessories, nes"
630110,Electric blankets,630110,Electric blankets
630120,"Blankets (other than electric blankets) and travelling rugs, of wool or of fine animal hair",630120,Blankets (excl. electric blankets) and travelli
630130,"Blankets (other than electric blankets) and travelling rugs, of cotton",630130,Blankets (excl. electric blankets) and travelli
630140,"Blankets (other than electric blankets) and travelling rugs, of synthetic fibres",630140,"Blankets (excl. electric blankets), etc, of syn"
630190,Other blankets and travelling rugs,630190,"Other blankets and travelling rugs, nes"
630210,"Bed linen, knitted or crocheted",630210,"Bed linen, knitted or crocheted"
630221,Of cotton,630221,Printed bed-linen of cotton (excl. knitted or c
630222,Of man-made fibres,630222,Printed bed-linen of man-made fibres (excl. kni
630229,Of other textile materials,630229,Printed bed-linen of other textiles (excl. knit
630231,Of cotton,630231,"Bed linen of cotton (excl. printed, knitted or"
630232,Of man-made fibres,630232,"Bed linen of man-made fibres (excl. printed, kn"
630239,Of other textile materials,630239,"Bad linen of other textiles (excl. printed, kni"
630240,"Table linen, knitted or crocheted",630240,"Table linen, knitted or crocheted"
630251,Of cotton,630251,Table linen of cotton (excl. knitted or crochet
630253,Of man-made fibres,630253,Table linen of man-made fibres (excl. knitted o
630259,Of other textile materials,630259,"Table linen of other textiles, nes (excl. knitt"
630260,"Toilet linen and kitchen linen, of terry towelling or similar terry fabrics, of cotton",630260,"Toilet linen and kitchen linen, of terry fabric"
630291,Of cotton,630291,"Toilet linen and kitchen linen of cotton, nes"
630293,Of man-made fibres,630293,Toilet linen and kitchen linen of man-made fibr
630299,Of other textile materials,630299,Toilet linen and kitchen linen of other textile
630312,Of synthetic fibres,630312,"Curtains, etc; valances of synthetic fibres, kn"
630319,Of other textile materials,630319,"Curtains, etc; valances of textile materials, k"
630391,Of cotton,630391,Curtains and interior blinds; curtain or bed va
630392,Of synthetic fibres,630392,Curtains and interior blinds; curtain/bed valan
630399,Of other textile materials,630399,Curtains and interior blinds; curtain/bed valan
630411,Knitted or crocheted,630411,Knitted or crocheted bedspreads
630419,Other,630419,Bedspreads (excl. knitted or crocheted)
630491,Knitted or crocheted,630491,"Knitted or crocheted furnishing articles, nes"
630492,"Not knitted or crocheted, of cotton",630492,"Furnishing articles, nes, of cotton (excl. knit"
630493,"Not knitted or crocheted, of synthetic fibres",630493,Furnishing articles of synthetic fibres (excl.
630499,"Not knitted or crocheted, of other textile materials",630499,Furnishing articles of other textiles (excl. kn
630510,Of jute or of other textile bast fibres of heading 53.03,630510,"Sacks and bags, used for packing goods, of jute"
630520,Of cotton,630520,"Sacks and bags, used for packing goods, of cott"
630532,Flexible intermediate bulk containers,630539,"Sacks and bags, used for packing goods, of man-"
630533,"Other, of polyethylene or polypropylene strip or the like",630531,"Sacks and bags, used for packing goods, of poly"
630539,Other,630539,"Sacks and bags, used for packing goods, of man-"
